0	9
1	5
2	5
3	9
4	9
5	6
6	8
7	7
8	10
9	2
10	7
11	9
12	10
13	9
14	9
15	7
16	8
17	8
18	8
19	5
20	8
21	8
22	9
23	11
24	9
25	7
26	3
27	8
28	10
29	4
30	8
31	10
32	3
33	8
34	7
35	8
36	9
37	7
38	10
39	8
40	9
41	6
42	5
43	6
44	8
45	4
46	10
47	6
48	10
49	9
50	9
51	9
52	8
53	9
54	8
55	9
56	11
57	3
58	6
59	9
60	8
61	5
62	9
63	11
64	5
65	8
66	9
67	9
68	4
69	6
70	4
71	7
72	12
73	4
74	6
75	9
76	9
77	8
78	4
79	9
80	10
81	9
82	8
83	10
84	9
85	9
86	4
87	8
88	9
89	2
90	5
91	11
92	9
93	9
94	9
95	5
96	8
97	10
98	9
99	5
100	0
101	7
102	11
103	9
104	7
105	10
106	3
107	7
108	11
109	9
110	5
111	7
112	9
113	9
114	10
115	9
116	11
117	7
118	8
119	10
120	7
121	7
122	8
123	8
124	9
125	3
126	11
127	10
128	9
129	4
130	6
131	7
132	9
133	8
134	9
135	9
136	6
137	9
138	11
139	11
140	6
141	7
142	10
143	10
144	2
145	10
146	6
147	7
148	6
149	9
150	9
151	7
152	8
153	9
154	7
155	9
156	8
157	11
158	10
159	9
160	7
161	9
162	9
163	6
164	5
165	10
166	9
167	5
168	8
169	10
170	10
171	5
172	9
173	9
174	9
175	4
176	4
177	7
178	10
179	7
180	9
181	9
182	10
183	9
184	3
185	4
186	10
187	9
188	6
189	12
190	6
191	9
192	8
193	11
194	9
195	3
196	9
197	10
198	6
199	9
200	9
201	4
202	4
203	5
204	9
205	9
206	9
207	3
208	9
209	9
210	9
211	7
212	7
213	4
214	9
215	9
216	11
217	7
218	9
219	10
220	11
221	11
222	8
223	8
224	5
225	8
226	5
227	5
228	11
229	8
230	9
231	4
232	11
233	9
234	9
235	9
236	7
237	4
238	9
239	6
240	9
241	8
242	11
243	9
244	9
245	10
246	8
247	7
248	9
249	10
250	6
251	4
252	10
253	5
254	7
255	8
256	8
257	9
258	9
259	6
260	5
261	9
262	8
263	4
264	11
265	9
266	8
267	9
268	5
269	4
270	10
271	7
272	10
273	4
274	9
275	10
276	5
277	8
278	5
279	5
280	9
281	7
282	9
283	5
284	10
285	5
286	9
287	5
288	8
289	6
290	9
291	9
292	8
293	13
294	7
295	8
296	7
297	9
298	10
299	9
300	9
301	6
302	8
303	8
304	7
305	9
306	9
307	9
308	8
309	9
310	9
311	5
312	7
313	9
314	7
315	5
316	11
317	6
318	7
319	7
320	5
321	8
322	9
323	1
324	7
325	10
326	5
327	9
328	8
329	7
330	12
331	10
332	10
333	9
334	8
335	7
336	8
337	4
338	8
339	8
340	9
341	5
342	5
343	5
344	4
345	1
346	9
347	8
348	11
349	10
350	7
351	8
352	7
353	7
354	9
355	8
356	9
357	8
358	11
359	4
360	9
361	8
362	5
363	11
364	9
365	9
366	5
367	9
368	10
369	9
370	8
371	10
372	4
373	7
374	11
375	8
376	7
377	6
378	12
379	9
380	5
381	9
382	7
383	6
384	4
385	6
386	9
387	9
388	9
389	9
390	8
391	9
392	10
393	9
394	7
395	8
396	7
397	9
398	5
399	9
400	7
401	9
402	8
403	9
404	9
405	11
406	8
407	8
408	5
409	2
410	9
411	5
412	7
413	3
414	3
415	10
416	11
417	10
418	4
419	8
420	7
421	8
422	6
423	5
424	9
425	6
426	7
427	9
428	9
429	9
430	7
431	7
432	7
433	5
434	5
435	8
436	9
437	9
438	8
439	9
440	7
441	8
442	11
443	5
444	10
445	6
446	11
447	9
448	6
449	6
450	10
451	8
452	9
453	9
454	9
455	4
456	12
457	9
458	8
459	7
460	8
461	4
462	9
463	9
464	9
465	9
466	4
467	11
468	5
469	9
470	3
471	9
472	9
473	10
474	6
475	8
476	10
477	9
478	6
479	9
480	9
481	9
482	11
483	3
484	8
485	9
486	4
487	5
488	4
489	11
490	4
491	8
492	9
493	9
494	9
495	9
496	4
497	9
498	4
499	6
500	9
501	9
502	9
503	9
504	4
505	4
506	9
507	6
508	8
509	9
510	9
511	4
512	5
513	10
514	8
515	7
516	7
517	7
518	9
519	13
520	9
521	8
522	8
523	8
524	5
525	7
526	6
527	9
528	9
529	6
530	8
531	9
532	10
533	4
534	4
535	6
536	11
537	7
538	9
539	3
540	9
541	9
542	4
543	9
544	8
545	12
546	9
547	4
548	8
549	5
550	9
551	9
552	9
553	5
554	7
555	6
556	9
557	6
558	11
559	10
560	6
561	8
562	5
563	9
564	5
565	9
566	7
567	12
568	10
569	8
570	9
571	10
572	3
573	9
574	8
575	8
576	6
577	10
578	7
579	4
580	11
581	7
582	6
583	10
584	7
585	9
586	6
587	8
588	5
589	5
590	6
591	6
592	7
593	8
594	8
595	5
596	10
597	9
598	10
599	9
600	12
601	8
602	5
603	9
604	9
605	9
606	9
607	9
608	9
609	3
610	9
611	12
612	9
613	9
614	4
615	5
616	7
617	6
618	9
619	8
620	7
621	9
622	8
623	5
624	5
625	9
626	9
627	8
628	9
629	7
630	8
631	6
632	8
633	9
634	8
635	8
636	5
637	8
638	9
639	10
640	5
641	8
642	9
643	7
644	10
645	5
646	12
647	10
648	8
649	7
650	3
651	13
652	9
653	7
654	8
655	4
656	12
657	10
658	8
659	9
660	9
661	6
662	7
663	7
664	8
665	11
666	10
667	12
668	9
669	10
670	10
671	8
672	9
673	7
674	9
675	2
676	11
677	8
678	3
679	6
680	6
681	8
682	11
683	8
684	3
685	9
686	8
687	8
688	9
689	6
690	7
691	8
692	9
693	6
694	10
695	9
696	8
697	10
698	9
699	6
700	5
701	9
702	9
703	3
704	9
705	5
706	6
707	9
708	8
709	13
710	8
711	9
712	5
713	7
714	10
715	6
716	5
717	4
718	9
719	10
720	7
721	8
722	9
723	6
724	6
725	8
726	8
727	11
728	9
729	11
730	10
731	10
732	9
733	7
734	9
735	3
736	7
737	9
738	6
739	5
740	5
741	9
742	9
743	2
744	5
745	9
746	8
747	5
748	8
749	8
750	10
751	5
752	7
753	12
754	9
755	10
756	10
757	7
758	11
759	10
760	11
761	4
762	5
763	8
764	9
765	9
766	5
767	11
768	7
769	11
770	9
771	9
772	6
773	6
774	7
775	9
776	4
777	3
778	8
779	6
780	9
781	9
782	11
783	7
784	9
785	10
786	11
787	9
788	5
789	9
790	8
791	8
792	6
793	9
794	5
795	5
796	9
797	8
798	10
799	7
800	9
801	14
802	2
803	8
804	6
805	3
806	6
807	9
808	9
809	11
810	11
811	5
812	9
813	11
814	9
815	10
816	9
817	7
818	4
819	9
820	6
821	6
822	6
823	5
824	4
825	9
826	12
827	9
828	5
829	9
830	10
831	9
832	7
833	9
834	10
835	11
836	6
837	4
838	9
839	5
840	7
841	5
842	3
843	4
844	10
845	4
846	7
847	5
848	6
849	9
850	9
851	11
852	8
853	9
854	7
855	9
856	8
857	8
858	7
859	6
860	9
861	9
862	6
863	6
864	9
865	9
866	9
867	11
868	9
869	9
870	9
871	9
872	9
873	9
874	6
875	7
876	10
877	4
878	7
879	8
880	6
881	7
882	9
883	8
884	7
885	8
886	8
887	3
888	9
889	10
890	9
891	5
892	8
893	4
894	11
895	8
896	6
897	5
898	5
899	11
900	3
901	9
902	4
903	10
904	6
905	9
906	5
907	9
908	9
909	9
910	5
911	11
912	8
913	5
914	11
915	10
916	10
917	11
918	10
919	4
920	5
921	9
922	9
923	2
924	9
925	10
926	7
927	5
928	8
