0	214	1
1	1204	6
1	191	1
1	371	1
2	105	1
2	911	1
2	146	1
3	112	2
3	1093	1
3	6675	1
3	9	2
4	95	3
5	112	1
5	914	1
6	5	1
6	2721	1
6	216	1
6	212	2
6	444	1
6	126	1
6	2574	1
6	2743	2
6	1548	1
6	4698	1
6	7	1
6	438	2
6	2251	1
6	858	1
6	2231	1
6	2559	1
6	4452	2
6	430	2
6	5881	1
6	1249	1
7	126	1
7	9	1
7	1287	1
7	112	1
7	2731	1
7	3399	1
8	1344	1
8	451	3
8	760	1
9	525	1
9	6	2
9	6675	1
9	2743	1
9	3256	1
9	7	1
9	112	1
9	3	2
9	5881	1
12	6109	1
12	81	1
13	77	1
13	861	1
13	3196	1
14	1199	1
14	319	5
14	113	3
14	5278	1
14	1216	1
14	1788	1
14	2780	1
14	1515	1
16	4698	1
16	83	1
17	6843	1
17	6969	1
17	2078	2
17	950	1
17	7119	1
18	290	1
18	447	1
19	4688	1
19	246	1
19	4	1
19	2399	4
20	95	2
20	543	1
20	72	1
22	7596	1
22	47	2
23	43	1
24	46	1
24	385	1
28	42	1
28	28	2
29	73	1
29	224	1
29	364	1
30	336	4
30	2572	1
30	30	1
30	2399	1
30	3196	1
30	545	1
31	31	2
31	117	1
31	657	2
31	4938	1
31	4698	1
31	1454	1
32	1322	1
32	514	1
33	4718	1
33	33	3
34	89	2
34	264	1
34	870	1
36	2828	1
38	41	1
39	3530	2
39	4712	2
39	83	1
39	810	1
39	1731	1
39	6383	1
39	3459	1
39	5936	1
39	7317	1
39	88	1
39	764	2
39	355	1
39	592	1
41	2399	1
41	125	1
42	42	22
43	23	2
43	4534	1
43	120	1
45	1729	1
45	413	1
45	5422	1
45	2163	1
45	45	1
45	498	1
45	782	1
46	118	1
47	95	1
47	288	2
47	7596	1
48	346	1
48	100	1
48	3196	2
52	2481	1
52	30	2
52	88	1
52	3196	1
53	1781	1
53	56	1
55	89	1
56	3196	1
58	59	1
59	814	1
59	2108	1
59	3459	1
59	2276	1
59	5492	1
59	3423	1
59	396	1
59	5609	1
59	16	1
59	445	1
59	3715	1
60	3537	2
60	160	4
60	3936	1
60	2830	1
60	1391	2
61	874	1
61	95	1
61	39	1
61	7596	1
61	140	1
61	97	1
62	39	1
62	7055	1
62	2830	1
62	3226	1
62	97	1
64	754	1
64	317	1
64	88	1
64	816	1
65	861	1
65	66	1
65	1111	1
65	767	1
65	743	1
65	1833	1
65	5177	1
65	1563	2
67	1529	1
69	3196	1
70	39	1
70	4799	1
71	2890	1
71	259	2
71	852	1
71	2900	1
71	2889	1
71	457	1
71	3011	7
