0	5
1	1
2	2
3	8
4	5
5	9
6	6
7	10
8	1
9	4
10	5
11	3
12	8
13	5
14	3
15	4
16	1
17	7
18	5
19	5
20	6
21	2
22	2
23	5
24	3
25	1
26	5
27	1
28	3
29	4
30	7
31	3
32	4
33	5
34	5
35	4
36	6
37	2
38	5
39	9
40	6
41	6
42	6
43	6
44	1
45	8
46	5
47	8
48	4
49	3
50	6
51	4
52	6
53	1
54	5
55	2
56	4
57	5
58	8
59	4
60	3
61	7
62	7
63	6
64	7
65	7
66	1
67	2
68	4
69	9
70	1
71	4
72	6
73	5
74	4
75	8
76	6
77	6
78	3
79	7
80	5
81	3
82	5
83	10
84	4
85	3
86	5
87	6
88	2
89	5
90	9
91	9
92	7
93	5
94	8
95	3
96	9
97	7
98	5
99	7
100	3
101	3
102	10
103	7
104	9
105	5
106	3
107	4
108	2
109	4
110	3
111	8
112	6
113	5
114	5
115	1
116	5
117	3
118	3
119	5
120	9
121	7
122	7
123	6
124	5
125	5
126	4
127	10
128	2
129	4
130	1
131	6
132	6
133	6
134	3
135	4
136	7
137	5
138	6
139	5
140	7
141	7
142	7
143	4
144	6
145	3
146	5
147	6
148	5
149	9
150	5
151	6
152	4
153	9
154	10
155	6
156	5
157	5
158	4
159	3
160	2
161	2
162	7
163	5
164	9
165	6
166	3
167	4
168	6
169	6
170	6
171	7
172	2
173	4
174	8
175	2
176	5
177	4
178	2
179	5
180	8
181	10
182	3
183	1
184	5
185	5
186	2
187	3
188	4
189	5
190	2
191	6
192	7
193	6
194	3
195	8
196	5
197	6
198	9
199	6
200	6
201	8
202	8
203	4
204	11
205	6
206	5
207	6
208	9
209	5
210	8
211	4
212	8
213	5
214	4
215	4
216	3
217	6
218	4
219	6
220	8
221	5
222	6
223	2
224	6
225	8
226	10
227	5
228	8
229	5
230	3
231	0
232	2
233	5
234	3
235	5
236	6
237	8
238	3
239	6
240	4
241	5
242	5
243	4
244	6
245	8
246	2
247	5
248	4
249	7
250	5
251	5
252	8
253	2
254	5
255	5
256	5
